movement_code,signal_node_code,signal_link,stageNo_in_Order,osm_node_id,node_id,groupNo,directionNo,ib_link_id,ob_link_id,ib_osm_node_id,ob_osm_node_id,lanes,movement_str,volume,geometry
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529701;2704829968,1940,2,4,1036,1330,4347879986,41459438,1,SBR,500.0,"LINESTRING (-111.9263807501968 33.42457690759989, -111.9264676618269 33.42450561874605)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,1,1,2436,835,,4346581622,1,EBL,200.0,"LINESTRING (-111.9401492486802 33.42431366285481, -111.9399526541473 33.42441683888462)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,1,2436,564,,41529742,1,EBT,500.0,"LINESTRING (-111.9401492486802 33.42431366285481, -111.9398660947367 33.4243453451722)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,1,2436,837,,4346581619,1,EBR,500.0,"LINESTRING (-111.9401492486802 33.42431366285481, -111.9400710077192 33.42427250712355)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,1,2,565,837,41529742,4346581619,1,WBL,200.0,"LINESTRING (-111.9398660947367 33.4243453451722, -111.9400710077192 33.42427250712355)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,2,565,2437,41529742,,1,WBT,500.0,"LINESTRING (-111.9398660947367 33.4243453451722, -111.9401492486802 33.42431366285481)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,2,565,835,41529742,4346581622,1,WBR,500.0,"LINESTRING (-111.9398660947367 33.4243453451722, -111.9399526541473 33.42441683888462)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,1,3,836,2437,4346581620,,1,NBL,200.0,"LINESTRING (-111.9399535274075 33.4242725332875, -111.9401492486802 33.42431366285481)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,3,836,835,4346581620,4346581622,1,NBT,500.0,"LINESTRING (-111.9399535274075 33.4242725332875, -111.9399526541473 33.42441683888462)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,3,836,564,4346581620,41529742,1,NBR,500.0,"LINESTRING (-111.9399535274075 33.4242725332875, -111.9398660947367 33.4243453451722)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,1,4,753,564,4346581621,41529742,1,SBL,200.0,"LINESTRING (-111.9400731264694 33.42441680969387, -111.9398660947367 33.4243453451722)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,4,753,837,4346581621,4346581619,1,SBT,500.0,"LINESTRING (-111.9400731264694 33.42441680969387, -111.9400710077192 33.42427250712355)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41529740;2625359015,1941,2,4,753,2437,4346581621,,1,SBR,500.0,"LINESTRING (-111.9400731264694 33.42441680969387, -111.9401492486802 33.42431366285481)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,1,1,907,544,4346611232,4347879988,1,EBL,200.0,"LINESTRING (-111.9263678191419 33.42878758717337, -111.9262850721282 33.42896772786394)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,1,907,931,4346611232,4346622268,2,EBT,1000.0,"LINESTRING (-111.9263678191419 33.42878758717337, -111.9261960616625 33.42877878163455)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,1,907,1024,4346611232,2704829974,1,EBR,500.0,"LINESTRING (-111.9263678191419 33.42878758717337, -111.9262802062914 33.42871248783582)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,1,2,905,1024,4346611233,2704829974,1,WBL,200.0,"LINESTRING (-111.9261982034953 33.42888987749449, -111.9262802062914 33.42871248783582)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,2,905,908,4346611233,4346611235,2,WBT,1000.0,"LINESTRING (-111.9261982034953 33.42888987749449, -111.9263698785018 33.42890011442094)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,2,905,544,4346611233,4347879988,1,WBR,500.0,"LINESTRING (-111.9261982034953 33.42888987749449, -111.9262850721282 33.42896772786394)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,1,3,1023,908,2704829974,4346611235,1,NBL,200.0,"LINESTRING (-111.9262802062914 33.42871248783582, -111.9263698785018 33.42890011442094)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,3,1023,544,2704829974,4347879988,2,NBT,1000.0,"LINESTRING (-111.9262802062914 33.42871248783582, -111.9262850721282 33.42896772786394)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,3,1023,931,2704829974,4346622268,1,NBR,500.0,"LINESTRING (-111.9262802062914 33.42871248783582, -111.9261960616625 33.42877878163455)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,1,4,545,931,4347879988,4346622268,1,SBL,200.0,"LINESTRING (-111.9262850721282 33.42896772786394, -111.9261960616625 33.42877878163455)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,4,545,1024,4347879988,2704829974,2,SBT,1000.0,"LINESTRING (-111.9262850721282 33.42896772786394, -111.9262802062914 33.42871248783582)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41573995;2714317928,1942,2,4,545,908,4347879988,4346611235,1,SBR,500.0,"LINESTRING (-111.9262850721282 33.42896772786394, -111.9263698785018 33.42890011442094)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,1,1,924,621,4346615106,3101265424,1,EBL,200.0,"LINESTRING (-111.9401720092852 33.42955963150395, -111.9399706188434 33.42975377067786)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,1,924,1195,4346615106,5162981682,1,EBT,500.0,"LINESTRING (-111.9401720092852 33.42955963150395, -111.9398782439052 33.42958272190576)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,1,924,851,4346615106,4346586754,1,EBR,500.0,"LINESTRING (-111.9401720092852 33.42955963150395, -111.9400835777179 33.42949679390254)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,1,2,917,851,4346614526,4346586754,1,WBL,200.0,"LINESTRING (-111.9398819248003 33.4296908488194, -111.9400835777179 33.42949679390254)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,2,917,925,4346614526,2714318017,1,WBT,500.0,"LINESTRING (-111.9398819248003 33.4296908488194, -111.9401773321026 33.42965835935191)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,2,917,621,4346614526,3101265424,1,WBR,500.0,"LINESTRING (-111.9398819248003 33.4296908488194, -111.9399706188434 33.42975377067786)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,1,3,847,925,4346586759,2714318017,1,NBL,200.0,"LINESTRING (-111.9399610526739 33.42950492728877, -111.9401773321026 33.42965835935191)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,3,847,621,4346586759,3101265424,1,NBT,500.0,"LINESTRING (-111.9399610526739 33.42950492728877, -111.9399706188434 33.42975377067786)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,3,847,1195,4346586759,5162981682,1,NBR,500.0,"LINESTRING (-111.9399610526739 33.42950492728877, -111.9398782439052 33.42958272190576)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,1,4,883,1195,41662569,5162981682,1,SBL,200.0,"LINESTRING (-111.9400936858259 33.42970014183942, -111.9398782439052 33.42958272190576)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,4,883,851,41662569,4346586754,1,SBT,500.0,"LINESTRING (-111.9400936858259 33.42970014183942, -111.9400835777179 33.42949679390254)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41605233;2625359028;2714318022;2714318023,1943,2,4,883,925,41662569,2714318017,1,SBR,500.0,"LINESTRING (-111.9400936858259 33.42970014183942, -111.9401773321026 33.42965835935191)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,1,1,801,243,4346575408,5333539972,1,EBL,200.0,"LINESTRING (-111.9366965056948 33.41460077097395, -111.9366072696021 33.41481304821691)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,2,1,801,811,4346575408,330683945;330683964,1,EBT,500.0,"LINESTRING (-111.9366965056948 33.41460077097395, -111.9365244430887 33.41460011385693)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,2,2,800,516,4346575412,2625358988,1,WBT,500.0,"LINESTRING (-111.9365223134782 33.41474139629135, -111.9366943982136 33.41474088498968)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,2,2,800,243,4346575412,5333539972,1,WBR,500.0,"LINESTRING (-111.9365223134782 33.41474139629135, -111.9366072696021 33.41481304821691)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,1,4,242,811,5333539972,330683945;330683964,1,SBL,200.0,"LINESTRING (-111.9366072696021 33.41481304821691, -111.9365244430887 33.41460011385693)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,T|Ma_EW|L_ES|T_EW|R_WS|,,,41624261;330683946,1944,2,4,242,516,5333539972,2625358988,1,SBR,500.0,"LINESTRING (-111.9366072696021 33.41481304821691, -111.9366943982136 33.41474088498968)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,1,1,90,840,41630202,4346586753,1,EBL,200.0,"LINESTRING (-111.9401634353978 33.42646204612671, -111.939964315268 33.42653828585907)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,1,90,3835,41630202,,1,EBT,500.0,"LINESTRING (-111.9401634353978 33.42646204612671, -111.9398784287572 33.42646371999406)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,1,90,520,41630202,4346581623,1,EBR,500.0,"LINESTRING (-111.9401634353978 33.42646204612671, -111.9400775479811 33.42639034476425)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,1,2,3834,520,,4346581623,1,WBL,200.0,"LINESTRING (-111.9398784287572 33.42646371999406, -111.9400775479811 33.42639034476425)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,2,3834,89,,41630202,1,WBT,500.0,"LINESTRING (-111.9398784287572 33.42646371999406, -111.9401634353978 33.42646204612671)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,2,3834,840,,4346586753,1,WBR,500.0,"LINESTRING (-111.9398784287572 33.42646371999406, -111.939964315268 33.42653828585907)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,1,3,845,89,4346586752,41630202,1,NBL,200.0,"LINESTRING (-111.9399637965979 33.42639397177931, -111.9401634353978 33.42646204612671)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,3,845,840,4346586752,4346586753,1,NBT,500.0,"LINESTRING (-111.9399637965979 33.42639397177931, -111.939964315268 33.42653828585907)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,3,845,3835,4346586752,,1,NBR,500.0,"LINESTRING (-111.9399637965979 33.42639397177931, -111.9398784287572 33.42646371999406)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,1,4,519,3835,41662581;2625359021,,1,SBL,200.0,"LINESTRING (-111.9400765458926 33.42653465736424, -111.9398784287572 33.42646371999406)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,4,519,520,41662581;2625359021,4346581623,1,SBT,500.0,"LINESTRING (-111.9400765458926 33.42653465736424, -111.9400775479811 33.42639034476425)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41630200;2625359017,1945,2,4,519,89,41662581;2625359021,41630202,1,SBR,500.0,"LINESTRING (-111.9400765458926 33.42653465736424, -111.9401634353978 33.42646204612671)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,1,1,938,988,4346622266,4347888489,2,EBL,400.0,"LINESTRING (-111.9091687472085 33.42917652261517, -111.909094380788 33.42939112904597)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,1,938,732,4346622266,,1,EBT,500.0,"LINESTRING (-111.9091687472085 33.42917652261517, -111.9089977464396 33.42919291875755)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,1,938,963,4346622266,4347879987,1,EBR,500.0,"LINESTRING (-111.9091687472085 33.42917652261517, -111.909081591131 33.42911249541046)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,1,2,943,963,4346624051,4347879987,2,WBL,400.0,"LINESTRING (-111.9090053036808 33.42932763978776, -111.909081591131 33.42911249541046)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,2,943,1205,4346624051,2714317948,1,WBT,500.0,"LINESTRING (-111.9090053036808 33.42932763978776, -111.9091762082677 33.42931055094689)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,2,943,988,4346624051,4347888489,1,WBR,500.0,"LINESTRING (-111.9090053036808 33.42932763978776, -111.909094380788 33.42939112904597)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,1,3,964,1205,4347879987,2714317948,1,NBL,200.0,"LINESTRING (-111.909081591131 33.42911249541046, -111.9091762082677 33.42931055094689)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,3,964,988,4347879987,4347888489,1,NBT,500.0,"LINESTRING (-111.909081591131 33.42911249541046, -111.909094380788 33.42939112904597)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,3,964,732,4347879987,,1,NBR,500.0,"LINESTRING (-111.909081591131 33.42911249541046, -111.9089977464396 33.42919291875755)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,1,4,987,732,4347888489,,1,SBL,200.0,"LINESTRING (-111.909094380788 33.42939112904597, -111.9089977464396 33.42919291875755)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,4,987,963,4347888489,4347879987,3,SBT,1500.0,"LINESTRING (-111.909094380788 33.42939112904597, -111.909081591131 33.42911249541046)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_NS|L_A|T_A|R_A|,,,41638511;2714317958,1946,2,4,987,1205,4347888489,2714317948,1,SBR,500.0,"LINESTRING (-111.909094380788 33.42939112904597, -111.9091762082677 33.42931055094689)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,1,1,600,754,41563515,4346586755,1,EBL,200.0,"LINESTRING (-111.9401539516945 33.42738436335981, -111.9399643103403 33.42745739667494)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,1,600,139,41563515,2625359019,1,EBT,500.0,"LINESTRING (-111.9401539516945 33.42738436335981, -111.939877509707 33.42738436366813)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,1,600,519,41563515,41630200;2625359017,1,EBR,500.0,"LINESTRING (-111.9401539516945 33.42738436335981, -111.9400678862438 33.42731306736881)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,1,2,138,519,2625359019,41630200;2625359017,1,WBL,200.0,"LINESTRING (-111.939877509707 33.42738436366813, -111.9400678862438 33.42731306736881)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,2,138,599,2625359019,41563515,1,WBT,500.0,"LINESTRING (-111.939877509707 33.42738436366813, -111.9401539516945 33.42738436335981)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,2,138,754,2625359019,4346586755,1,WBR,500.0,"LINESTRING (-111.939877509707 33.42738436366813, -111.9399643103403 33.42745739667494)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,1,3,848,599,4346586753,41563515,1,NBL,200.0,"LINESTRING (-111.9399635435836 33.42731308330507, -111.9401539516945 33.42738436335981)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,3,848,754,4346586753,4346586755,1,NBT,500.0,"LINESTRING (-111.9399635435836 33.42731308330507, -111.9399643103403 33.42745739667494)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,3,848,139,4346586753,2625359019,1,NBR,500.0,"LINESTRING (-111.9399635435836 33.42731308330507, -111.939877509707 33.42738436366813)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,1,4,518,139,330695748,2625359019,1,SBL,200.0,"LINESTRING (-111.9400686531732 33.42745738073797, -111.939877509707 33.42738436366813)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,4,518,519,330695748,41630200;2625359017,1,SBT,500.0,"LINESTRING (-111.9400686531732 33.42745738073797, -111.9400678862438 33.42731306736881)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662581;2625359021,1947,2,4,518,599,330695748,41563515,1,SBR,500.0,"LINESTRING (-111.9400686531732 33.42745738073797, -111.9401539516945 33.42738436335981)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,1,1,728,842,3101265427,4346586752,1,EBL,200.0,"LINESTRING (-111.9401653760123 33.42549196304572, -111.9399611960826 33.42556415222766)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,1,728,1317,3101265427,337713512,1,EBT,500.0,"LINESTRING (-111.9401653760123 33.42549196304572, -111.9398749474414 33.42549266336758)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,1,728,838,3101265427,4346581621,1,EBR,500.0,"LINESTRING (-111.9401653760123 33.42549196304572, -111.9400793062808 33.42541981818126)"
WBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,1,2,1318,838,337713512,4346581621,1,WBL,200.0,"LINESTRING (-111.9398749474414 33.42549266336758, -111.9400793062808 33.42541981818126)"
WBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,2,1318,727,337713512,3101265427,1,WBT,500.0,"LINESTRING (-111.9398749474414 33.42549266336758, -111.9401653760123 33.42549196304572)"
WBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,2,1318,842,337713512,4346586752,1,WBR,500.0,"LINESTRING (-111.9398749474414 33.42549266336758, -111.9399611960826 33.42556415222766)"
NBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,1,3,831,727,4346581622,3101265427,1,NBL,200.0,"LINESTRING (-111.9399603399461 33.42541983836364, -111.9401653760123 33.42549196304572)"
NBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,3,831,842,4346581622,4346586752,1,NBT,500.0,"LINESTRING (-111.9399603399461 33.42541983836364, -111.9399611960826 33.42556415222766)"
NBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,3,831,1317,4346581622,337713512,1,NBR,500.0,"LINESTRING (-111.9399603399461 33.42541983836364, -111.9398749474414 33.42549266336758)"
SBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,1,4,834,1317,4346581623,337713512,1,SBL,200.0,"LINESTRING (-111.9400791947865 33.42556413426498, -111.9398749474414 33.42549266336758)"
SBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,4,834,838,4346581623,4346581621,1,SBT,500.0,"LINESTRING (-111.9400791947865 33.42556413426498, -111.9400793062808 33.42541981818126)"
SBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662584;2625359016,1948,2,4,834,727,4346581623,3101265427,1,SBR,500.0,"LINESTRING (-111.9400791947865 33.42556413426498, -111.9401653760123 33.42549196304572)"
EBL|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662587;2625359013,1949,1,1,1170,846,5080816830,4346581620,1,EBL,200.0,"LINESTRING (-111.9401551584291 33.42319757579466, -111.9399585802014 33.42326050535388)"
EBT|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662587;2625359013,1949,2,1,1170,366,5080816830,42273739,1,EBT,500.0,"LINESTRING (-111.9401551584291 33.42319757579466, -111.9398722958162 33.42318836058148)"
EBR|no_Treatment|NEMA_Phase_-1|Ring_-1|Barrier_-1,#|Ma_EW|L_A|T_A|R_A|,,,41662587;2625359013,1949,2,1,1170,832,5080816830,4346581618,1,EBR,500.0,"LINESTRING (-111.9401551584291 33.42319757579466, -111.9400697056423 33.42312338984743)"
